"comp_id","ad_blocked","embed","ratio","duration","language","partner","partner_active","n_likes","views","n_tags","n_formats","dayofweek","hour"
321,FALSE,TRUE,1.76667,199,2,FALSE,FALSE,0,4573,8,4,7,6
322,FALSE,TRUE,1.77778,25,2,FALSE,FALSE,0,253,0,5,7,6
323,FALSE,TRUE,1.77778,30,2,FALSE,FALSE,0,218,0,5,7,6
324,FALSE,TRUE,1.77778,59,2,FALSE,FALSE,0,215,0,5,7,6
325,FALSE,TRUE,1.77778,30,2,FALSE,FALSE,0,209,0,5,7,6
326,FALSE,TRUE,1.76667,146,2,FALSE,FALSE,0,4464,8,4,7,6
327,FALSE,TRUE,1.76667,252,2,FALSE,FALSE,0,4580,8,4,7,6
328,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,237,0,5,7,6
329,FALSE,TRUE,1.77778,32,2,TRUE,FALSE,0,188,0,5,7,6
330,FALSE,TRUE,1.33333,1267,2,TRUE,FALSE,1,4032,5,4,7,6
331,FALSE,TRUE,1.77778,15,2,FALSE,FALSE,0,204,0,5,7,6
332,FALSE,TRUE,1.76667,364,2,FALSE,FALSE,0,4503,8,4,7,6
333,FALSE,TRUE,1.77778,46,2,FALSE,FALSE,0,240,0,5,7,6
334,FALSE,TRUE,1.33333,36,2,FALSE,FALSE,0,2524,0,4,7,6
335,FALSE,TRUE,1.77778,50,2,FALSE,FALSE,0,230,0,5,7,6
336,FALSE,TRUE,1.77778,83,2,FALSE,FALSE,0,229,0,5,7,6
337,FALSE,TRUE,1.76667,271,2,FALSE,FALSE,0,4448,8,4,7,6
338,FALSE,TRUE,1.76667,188,2,FALSE,FALSE,0,1145,8,4,7,6
339,FALSE,TRUE,1.76667,341,2,FALSE,FALSE,0,1060,8,4,7,6
340,FALSE,TRUE,1.77778,34,2,FALSE,FALSE,0,254,0,5,7,6
341,FALSE,TRUE,1.6,41,2,FALSE,FALSE,0,221,0,5,7,6
342,FALSE,TRUE,1.76667,197,2,FALSE,FALSE,0,1311,8,4,7,6
343,FALSE,TRUE,1.77778,18,2,FALSE,FALSE,0,246,0,5,7,6
344,FALSE,TRUE,1.77778,30,2,FALSE,FALSE,0,194,0,5,7,6
345,FALSE,TRUE,1.77778,20,2,FALSE,FALSE,0,228,0,5,7,6
346,FALSE,TRUE,1.77778,20,2,FALSE,FALSE,0,220,0,5,7,6
347,FALSE,TRUE,1.6,27,2,FALSE,FALSE,0,218,0,5,7,6
348,FALSE,TRUE,1.77778,38,5,FALSE,FALSE,0,186,0,4,7,6
349,FALSE,TRUE,1.77778,25,2,FALSE,FALSE,0,230,0,5,7,6
350,FALSE,TRUE,1.77778,51,2,FALSE,FALSE,0,199,0,5,7,6
351,FALSE,TRUE,1.77778,36,2,FALSE,FALSE,0,204,0,5,7,6
352,FALSE,TRUE,1.77778,88,2,FALSE,FALSE,0,213,0,5,7,6
353,FALSE,TRUE,1.6,19,2,FALSE,FALSE,0,250,0,5,7,6
354,FALSE,TRUE,1.33333,268,2,FALSE,FALSE,0,37,1,5,7,6
355,FALSE,TRUE,1.77778,54,5,FALSE,FALSE,0,231,0,4,7,6
356,FALSE,TRUE,1.34783,284,2,TRUE,FALSE,0,35,4,4,7,6
357,FALSE,TRUE,1.76667,202,2,TRUE,FALSE,0,30,3,4,7,6
358,FALSE,TRUE,1.77778,50,2,FALSE,FALSE,0,235,0,5,7,6
359,FALSE,TRUE,1.77778,99,2,FALSE,FALSE,0,245,0,5,7,6
360,FALSE,TRUE,1.77528,43,2,FALSE,FALSE,0,220,0,5,7,6
361,FALSE,TRUE,1.77528,45,2,FALSE,FALSE,0,223,0,5,7,6
362,FALSE,TRUE,1.6,51,2,FALSE,FALSE,0,217,0,5,7,6
363,FALSE,TRUE,1.76667,217,2,TRUE,FALSE,0,46,5,4,7,6
364,FALSE,TRUE,1.77778,62,5,FALSE,FALSE,0,229,0,4,7,6
365,FALSE,TRUE,1.77778,23,2,FALSE,FALSE,0,189,0,5,7,6
366,FALSE,TRUE,1.77778,54,2,FALSE,FALSE,0,219,0,5,7,6
367,FALSE,TRUE,1.77778,55,2,FALSE,FALSE,0,220,0,5,7,6
368,FALSE,TRUE,1.77778,37,2,FALSE,FALSE,0,230,0,5,7,6
369,FALSE,TRUE,1.77778,155,2,TRUE,FALSE,0,141,16,4,7,6
370,FALSE,TRUE,1.77528,229,2,TRUE,FALSE,0,46,10,5,7,6
371,FALSE,TRUE,1.33333,2971,10,FALSE,FALSE,0,355,0,4,7,6
372,FALSE,TRUE,2.35294,16,2,FALSE,FALSE,0,232,0,5,7,6
373,FALSE,TRUE,2.35294,16,2,FALSE,FALSE,0,240,0,5,7,6
374,FALSE,TRUE,1.77778,2825,10,TRUE,FALSE,0,276,0,4,7,6
375,FALSE,TRUE,1.77778,38,2,FALSE,FALSE,0,186,0,5,7,6
376,FALSE,TRUE,1.77778,48,2,FALSE,FALSE,0,213,0,5,7,6
377,FALSE,TRUE,1.77778,19,2,FALSE,FALSE,0,235,0,5,7,6
378,FALSE,TRUE,1.77778,11,2,FALSE,FALSE,0,220,0,5,7,6
379,FALSE,TRUE,2.35294,15,2,FALSE,FALSE,0,306,0,5,7,6
380,FALSE,TRUE,2.35294,20,2,FALSE,FALSE,0,240,0,5,7,6
381,FALSE,TRUE,1.77778,28,9,FALSE,FALSE,0,289,0,5,7,6
382,FALSE,TRUE,1.77778,55,9,FALSE,FALSE,0,189,0,5,7,6
383,FALSE,TRUE,1.77778,35,9,FALSE,FALSE,0,241,0,5,7,6
384,FALSE,TRUE,1.77778,50,9,FALSE,FALSE,0,226,0,5,7,6
385,FALSE,TRUE,2.35294,16,2,FALSE,FALSE,0,236,0,4,7,6
386,FALSE,TRUE,2.35294,19,2,FALSE,FALSE,0,219,0,4,7,6
387,FALSE,TRUE,1.77778,506,2,TRUE,FALSE,0,33,2,6,7,6
388,FALSE,TRUE,2.35294,21,2,FALSE,FALSE,0,259,0,4,7,6
389,FALSE,TRUE,2.35294,54,2,FALSE,FALSE,0,211,0,4,7,6
390,FALSE,TRUE,1.76667,203,2,FALSE,FALSE,0,778,0,4,7,6
391,FALSE,TRUE,1.77778,46,2,TRUE,FALSE,0,270,0,5,7,6
392,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,208,0,5,7,6
393,FALSE,TRUE,1.77778,13,2,FALSE,FALSE,0,237,0,4,7,6
394,FALSE,TRUE,1.77778,44,2,FALSE,FALSE,0,219,0,4,7,6
395,FALSE,TRUE,1.77778,48,2,TRUE,FALSE,0,206,0,5,7,6
396,FALSE,TRUE,1.77778,60,2,TRUE,FALSE,0,224,0,5,7,6
397,FALSE,TRUE,2.32353,54,2,FALSE,FALSE,0,192,0,4,7,6
398,FALSE,TRUE,2.32353,15,2,FALSE,FALSE,0,246,0,4,7,6
399,FALSE,TRUE,1.77778,66,9,TRUE,FALSE,0,163,0,5,7,6
400,FALSE,TRUE,1.77778,42,9,TRUE,FALSE,0,214,0,5,7,6
401,FALSE,TRUE,1.6,51,2,FALSE,FALSE,0,229,0,5,7,6
402,FALSE,TRUE,1.77778,33,2,TRUE,FALSE,0,286,0,5,7,6
403,FALSE,TRUE,1.77778,106,2,TRUE,FALSE,0,241,0,5,7,6
404,FALSE,TRUE,1.77778,57,5,FALSE,FALSE,0,278,0,4,7,6
405,FALSE,TRUE,1.77778,39,9,TRUE,FALSE,0,203,0,4,7,6
406,FALSE,TRUE,1.77778,50,9,TRUE,FALSE,0,214,0,4,7,6
407,FALSE,TRUE,1.77778,24,2,TRUE,FALSE,0,189,0,5,7,6
408,FALSE,TRUE,1.77778,30,2,TRUE,FALSE,0,214,0,5,7,6
409,FALSE,TRUE,1.6,41,2,FALSE,FALSE,0,214,0,5,7,6
410,FALSE,TRUE,1.77778,34,5,FALSE,FALSE,0,241,0,4,7,6
411,FALSE,TRUE,1.77778,32,2,TRUE,FALSE,0,1241,0,5,7,5
412,FALSE,TRUE,1.77778,18,2,TRUE,FALSE,0,1174,0,5,7,5
413,FALSE,TRUE,2.35294,119,2,TRUE,FALSE,0,41,10,5,7,5
414,FALSE,TRUE,1.77778,40,2,TRUE,FALSE,0,245,0,5,7,5
415,FALSE,TRUE,1.33333,732,10,TRUE,FALSE,0,57,0,4,7,5
416,FALSE,TRUE,1.77778,51,2,TRUE,FALSE,0,234,0,5,7,5
417,FALSE,TRUE,1.6,48,2,FALSE,FALSE,0,200,0,5,7,5
418,FALSE,TRUE,1.33333,729,10,TRUE,FALSE,0,103,0,4,7,5
419,FALSE,TRUE,1.77778,54,5,FALSE,FALSE,0,236,0,4,7,5
420,FALSE,TRUE,1.76667,194,9,FALSE,FALSE,0,4530,7,4,7,5
421,FALSE,TRUE,1.76667,228,9,FALSE,FALSE,0,4489,7,4,7,5
422,FALSE,TRUE,1.76667,291,9,FALSE,FALSE,0,5050,7,4,7,5
423,FALSE,TRUE,1.76667,257,9,FALSE,FALSE,0,5049,7,4,7,5
424,FALSE,TRUE,1.77778,59,2,FALSE,FALSE,0,218,0,5,7,5
425,FALSE,TRUE,1.76667,202,9,FALSE,FALSE,0,5012,7,4,7,5
426,FALSE,TRUE,1.76667,246,9,FALSE,FALSE,0,2098,7,4,7,5
427,FALSE,TRUE,1.76667,306,9,FALSE,FALSE,0,1465,7,4,7,5
428,FALSE,TRUE,1.76667,269,9,FALSE,FALSE,0,1488,7,4,7,5
429,FALSE,TRUE,1.77778,63,2,FALSE,FALSE,0,199,0,5,7,5
430,FALSE,TRUE,1.77778,53,9,FALSE,FALSE,0,234,0,5,7,5
431,FALSE,TRUE,1.77778,16,9,FALSE,FALSE,0,209,0,5,7,5
432,FALSE,TRUE,1.76667,224,9,FALSE,FALSE,0,2113,7,4,7,5
433,FALSE,TRUE,1.76667,199,9,FALSE,FALSE,0,1848,7,4,7,5
434,FALSE,TRUE,1.77778,100,2,FALSE,FALSE,0,242,0,5,7,5
435,FALSE,TRUE,1.33333,142,3,TRUE,FALSE,0,1492,0,4,7,5
436,FALSE,TRUE,1.77778,35,2,FALSE,FALSE,0,196,0,5,7,5
437,FALSE,TRUE,1.77778,69,2,FALSE,FALSE,0,229,0,5,7,5
438,FALSE,TRUE,1.77778,36,2,FALSE,FALSE,0,218,0,5,7,5
439,FALSE,TRUE,1.77778,22,2,FALSE,FALSE,0,229,0,5,7,5
440,FALSE,TRUE,1.77778,35,2,FALSE,FALSE,0,199,0,5,7,5
441,FALSE,TRUE,1.33333,380,2,FALSE,FALSE,0,243,0,4,7,5
442,FALSE,TRUE,1.77778,39,9,FALSE,FALSE,0,206,0,5,7,5
443,FALSE,TRUE,1.33333,112,2,FALSE,FALSE,0,265,0,3,7,5
444,FALSE,TRUE,1.77778,50,9,FALSE,FALSE,0,208,0,5,7,5
445,FALSE,TRUE,1.33333,70,2,FALSE,FALSE,0,267,0,4,7,5
446,FALSE,TRUE,1.77778,87,2,FALSE,FALSE,0,252,0,4,7,5
447,FALSE,TRUE,1.77778,145,2,FALSE,FALSE,0,271,0,4,7,5
448,FALSE,TRUE,1.77778,57,2,FALSE,FALSE,0,274,0,4,7,5
449,FALSE,TRUE,2.35294,123,2,TRUE,FALSE,0,98,10,5,7,5
450,FALSE,TRUE,0.555556,21,2,FALSE,FALSE,0,447,0,3,7,5
451,FALSE,TRUE,0.577778,27,2,FALSE,FALSE,0,403,0,3,7,5
452,FALSE,TRUE,1.77778,32,2,FALSE,FALSE,0,316,0,4,7,5
453,FALSE,TRUE,1.77778,19,2,FALSE,FALSE,0,425,0,4,7,5
454,FALSE,TRUE,1.77778,56,2,FALSE,FALSE,0,246,0,4,7,5
455,FALSE,TRUE,1.77778,124,2,FALSE,FALSE,0,255,0,4,7,5
456,FALSE,TRUE,1.77778,79,2,FALSE,FALSE,0,311,0,4,7,5
457,FALSE,TRUE,1.77778,43,2,FALSE,FALSE,0,287,0,4,7,5
458,FALSE,TRUE,1.76667,20,2,FALSE,FALSE,0,425,0,4,7,5
459,FALSE,TRUE,1.77778,32,2,FALSE,FALSE,0,322,0,4,7,5
460,FALSE,TRUE,1.77778,20,2,FALSE,FALSE,0,455,0,4,7,5
461,FALSE,TRUE,1.77778,140,2,FALSE,FALSE,0,245,0,4,7,5
462,FALSE,TRUE,1.77778,78,2,FALSE,FALSE,0,252,0,4,7,5
463,FALSE,TRUE,1.77778,50,2,FALSE,FALSE,0,278,0,3,7,5
464,FALSE,TRUE,1.33333,461,2,FALSE,FALSE,0,293,0,3,7,5
465,FALSE,TRUE,1.77778,25,2,FALSE,FALSE,0,332,0,4,7,5
466,FALSE,TRUE,1.77778,149,2,FALSE,FALSE,0,257,0,4,7,5
467,FALSE,TRUE,1.77778,59,2,TRUE,FALSE,0,195,0,5,7,5
468,FALSE,TRUE,1.33333,361,2,FALSE,FALSE,0,277,0,3,7,5
469,FALSE,TRUE,1.77778,56,2,TRUE,FALSE,0,223,0,5,7,5
470,FALSE,TRUE,1.33333,500,2,FALSE,FALSE,0,275,0,3,7,5
471,FALSE,TRUE,1.77778,33,2,FALSE,FALSE,0,317,0,4,7,5
472,FALSE,TRUE,1,25,2,FALSE,FALSE,0,333,0,3,7,5
473,FALSE,TRUE,1.33333,546,2,FALSE,FALSE,0,260,0,3,7,5
474,FALSE,TRUE,1.77778,8,2,FALSE,FALSE,0,484,0,4,7,5
475,FALSE,TRUE,0.575,19,2,FALSE,FALSE,0,474,0,3,7,5
476,FALSE,TRUE,1.33333,537,2,FALSE,FALSE,0,263,0,3,7,5
477,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,216,0,5,7,5
478,FALSE,TRUE,1.77778,18,2,FALSE,FALSE,0,463,0,4,7,5
479,FALSE,TRUE,1.33333,178,2,FALSE,FALSE,0,303,0,3,7,5
480,FALSE,TRUE,1.77778,19,2,TRUE,FALSE,0,247,0,5,7,5
481,FALSE,TRUE,1.33333,358,2,FALSE,FALSE,0,284,0,3,7,5
482,FALSE,TRUE,1.33333,379,2,FALSE,FALSE,0,267,0,3,7,5
483,FALSE,TRUE,1.33333,251,2,FALSE,FALSE,0,272,0,3,7,5
484,FALSE,TRUE,1.33333,451,2,FALSE,FALSE,0,257,0,3,7,5
485,FALSE,TRUE,1.33333,400,2,FALSE,FALSE,0,253,0,3,7,5
486,FALSE,TRUE,1.33333,537,2,FALSE,FALSE,0,299,0,3,7,5
487,FALSE,TRUE,1.33333,455,2,FALSE,FALSE,0,251,0,3,7,5
488,FALSE,TRUE,1.76667,339,9,FALSE,FALSE,0,3576,6,4,7,5
489,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,209,0,5,7,5
490,FALSE,TRUE,1.77778,31,2,TRUE,FALSE,0,234,0,5,7,5
491,FALSE,TRUE,1.77778,29,2,TRUE,FALSE,0,217,0,5,7,5
492,FALSE,TRUE,1.77778,34,2,TRUE,FALSE,0,221,0,5,7,5
493,FALSE,TRUE,1.33333,511,4,FALSE,FALSE,0,154,0,3,7,5
494,FALSE,TRUE,1.33333,279,4,FALSE,FALSE,0,142,0,3,7,5
495,FALSE,TRUE,1.76667,288,9,FALSE,FALSE,0,3680,6,4,7,5
496,FALSE,TRUE,1.76667,254,9,FALSE,FALSE,0,3640,6,4,7,5
497,FALSE,TRUE,1.33333,361,4,FALSE,FALSE,0,145,0,3,7,5
498,FALSE,TRUE,1.76667,310,9,FALSE,FALSE,0,3691,6,4,7,5
499,FALSE,TRUE,1.33333,377,4,FALSE,FALSE,0,136,0,3,7,5
500,FALSE,TRUE,1.33333,434,4,FALSE,FALSE,0,141,0,3,7,5
501,FALSE,TRUE,0.75,93,4,TRUE,FALSE,0,63,0,4,7,5
502,FALSE,TRUE,1.78571,210,4,TRUE,FALSE,0,101,0,3,7,5
503,FALSE,TRUE,1.6129,264,4,TRUE,FALSE,0,75,0,3,7,5
504,FALSE,TRUE,2.35294,91,4,TRUE,FALSE,0,100,0,4,7,5
505,FALSE,TRUE,1.77778,61,4,TRUE,FALSE,0,69,0,4,7,5
506,FALSE,TRUE,1.77778,70,4,TRUE,FALSE,0,87,0,4,7,5
507,FALSE,TRUE,1.76471,155,4,TRUE,FALSE,0,69,0,3,7,5
508,FALSE,TRUE,1.33333,351,4,FALSE,FALSE,0,151,0,3,7,5
509,FALSE,TRUE,1.77778,957,2,FALSE,FALSE,2,2529,0,5,7,5
510,FALSE,TRUE,1.33333,368,4,FALSE,FALSE,0,116,0,3,7,5
511,FALSE,TRUE,1.33333,49,4,TRUE,FALSE,0,72,0,3,7,5
512,FALSE,TRUE,1.76471,112,4,TRUE,FALSE,0,66,0,3,7,5
513,FALSE,TRUE,1.33333,388,4,FALSE,FALSE,0,124,0,3,7,5
514,FALSE,TRUE,1.76667,287,9,FALSE,FALSE,0,3628,6,4,7,5
515,FALSE,TRUE,1.77778,193,4,TRUE,FALSE,0,54,0,4,7,5
516,FALSE,TRUE,1.33333,16,4,TRUE,FALSE,0,122,0,3,7,5
517,FALSE,TRUE,1,15,4,TRUE,FALSE,0,163,0,3,7,5
518,FALSE,TRUE,1.33333,15,4,TRUE,FALSE,0,120,0,3,7,5
519,FALSE,TRUE,1.33333,289,4,FALSE,FALSE,0,122,0,3,7,5
520,FALSE,TRUE,0.55,13,4,TRUE,FALSE,0,144,0,3,7,5
521,FALSE,TRUE,1.76667,243,9,FALSE,FALSE,0,934,6,4,7,5
522,FALSE,TRUE,1.77778,24,2,TRUE,FALSE,0,221,0,5,7,5
523,FALSE,TRUE,1.33333,372,4,FALSE,FALSE,0,119,0,3,7,5
524,FALSE,TRUE,0.683333,59,4,TRUE,FALSE,0,80,0,4,7,5
525,FALSE,TRUE,1.77778,129,4,TRUE,FALSE,0,66,0,4,7,5
526,FALSE,TRUE,1.51515,297,4,TRUE,FALSE,0,60,0,3,7,5
527,FALSE,TRUE,1.24444,143,4,TRUE,FALSE,0,62,0,3,7,5
528,FALSE,TRUE,1.77778,241,4,TRUE,FALSE,0,64,0,4,7,5
529,FALSE,TRUE,1.76667,162,4,FALSE,FALSE,0,31,0,4,7,5
530,FALSE,TRUE,1.77778,35,2,TRUE,FALSE,0,224,0,5,7,5
531,FALSE,TRUE,1.33333,248,4,TRUE,FALSE,0,71,0,3,7,5
532,FALSE,TRUE,1.73913,101,4,TRUE,FALSE,0,60,0,3,7,5
533,FALSE,TRUE,1.77778,72,4,TRUE,FALSE,0,105,0,4,7,5
534,FALSE,TRUE,1.77778,37,2,TRUE,FALSE,0,237,0,4,7,5
535,FALSE,TRUE,0.566667,59,4,TRUE,FALSE,0,73,0,4,7,5
536,FALSE,TRUE,0.555556,47,4,TRUE,FALSE,0,83,0,3,7,5
537,FALSE,TRUE,1.33333,66,4,TRUE,FALSE,0,54,0,3,7,5
538,FALSE,TRUE,1.81818,100,4,TRUE,FALSE,0,73,0,1,7,5
539,FALSE,TRUE,1.23333,116,4,TRUE,FALSE,0,47,0,3,7,5
540,FALSE,TRUE,1.83333,320,4,TRUE,FALSE,0,76,0,1,7,5
541,FALSE,TRUE,1.77778,102,4,TRUE,FALSE,0,58,0,4,7,5
542,FALSE,TRUE,1.31579,253,4,TRUE,FALSE,0,63,0,3,7,5
543,FALSE,TRUE,1.31579,99,4,TRUE,FALSE,0,77,0,3,7,5
544,FALSE,TRUE,1.77778,102,4,TRUE,FALSE,0,57,0,1,7,5
545,FALSE,TRUE,1.73913,180,4,TRUE,FALSE,0,75,0,1,7,5
546,FALSE,TRUE,1.77778,123,4,TRUE,FALSE,0,88,0,1,7,5
547,FALSE,TRUE,1.81818,152,4,TRUE,FALSE,0,58,0,3,7,5
548,FALSE,TRUE,1,180,4,TRUE,FALSE,0,73,0,3,7,5
549,FALSE,TRUE,1.77778,28,2,TRUE,FALSE,0,221,0,4,7,5
550,FALSE,TRUE,1.78571,260,4,TRUE,FALSE,0,56,0,3,7,5
551,FALSE,TRUE,1.77778,13,4,TRUE,FALSE,0,133,0,4,7,5
552,FALSE,TRUE,1.76667,206,9,FALSE,FALSE,0,1040,6,4,7,5
553,FALSE,TRUE,1.77778,76,4,TRUE,FALSE,0,56,0,4,7,5
554,FALSE,TRUE,1.31579,41,4,TRUE,FALSE,0,64,0,3,7,5
555,FALSE,TRUE,1.78571,22,4,TRUE,FALSE,0,82,0,3,7,5
556,FALSE,TRUE,1.78571,71,4,TRUE,FALSE,0,75,0,3,7,5
557,FALSE,TRUE,1.78571,66,4,TRUE,FALSE,0,65,0,3,7,5
558,FALSE,TRUE,1.76667,238,4,TRUE,FALSE,0,77,0,3,7,5
559,FALSE,TRUE,1.33333,24,4,TRUE,FALSE,0,125,0,3,7,5
560,FALSE,TRUE,1.76667,315,9,FALSE,FALSE,0,1466,6,4,7,5
561,FALSE,TRUE,1.76471,24,4,TRUE,FALSE,0,67,0,3,7,5
562,FALSE,TRUE,1,17,4,TRUE,FALSE,0,135,0,1,7,5
563,FALSE,TRUE,0.555556,103,4,TRUE,FALSE,0,101,0,3,7,5
564,FALSE,TRUE,1.76471,158,4,TRUE,FALSE,0,54,0,3,7,5
565,FALSE,TRUE,0.555556,138,4,TRUE,FALSE,0,83,0,3,7,5
566,FALSE,TRUE,1.78571,179,4,TRUE,FALSE,0,55,0,3,7,5
567,FALSE,TRUE,1.34483,319,4,TRUE,FALSE,0,94,0,3,7,5
568,FALSE,TRUE,1.77778,149,4,TRUE,FALSE,0,103,0,4,7,5
569,FALSE,TRUE,1.76667,66,4,TRUE,FALSE,0,143,0,4,7,5
570,FALSE,TRUE,1.33333,73,4,TRUE,FALSE,0,74,0,3,7,5
571,FALSE,TRUE,0.555556,66,4,TRUE,FALSE,0,64,0,3,7,5
572,FALSE,TRUE,0.555556,69,4,TRUE,FALSE,0,63,0,3,7,5
573,FALSE,TRUE,1.32432,58,4,TRUE,FALSE,0,58,0,3,7,5
574,FALSE,TRUE,1.33333,154,4,TRUE,FALSE,0,94,0,3,7,5
575,FALSE,TRUE,0.555556,119,4,TRUE,FALSE,0,83,0,3,7,5
576,FALSE,TRUE,0.555556,149,4,TRUE,FALSE,0,61,0,3,7,5
577,FALSE,TRUE,1.77778,144,2,TRUE,FALSE,0,248,0,5,7,5
578,FALSE,TRUE,1.77778,18,2,TRUE,FALSE,0,218,0,5,7,5
579,FALSE,TRUE,1.77778,25,4,TRUE,FALSE,0,80,0,4,7,5
580,FALSE,TRUE,1.76667,314,9,FALSE,FALSE,0,4016,6,4,7,5
581,FALSE,TRUE,1.77778,32,2,TRUE,FALSE,0,235,0,5,7,5
582,FALSE,TRUE,1.77778,30,2,TRUE,FALSE,0,238,0,5,7,5
583,FALSE,TRUE,1.76667,460,9,FALSE,FALSE,0,4158,6,4,7,5
584,FALSE,TRUE,1.76667,290,9,FALSE,FALSE,0,3991,6,4,7,5
585,FALSE,TRUE,1.76667,314,9,FALSE,FALSE,0,3958,6,4,7,5
586,FALSE,TRUE,1.76667,1,4,FALSE,FALSE,0,182,0,1,7,5
587,FALSE,TRUE,1.77778,48,2,TRUE,FALSE,0,196,0,5,7,5
588,FALSE,TRUE,1.77778,86,2,TRUE,FALSE,0,221,0,5,7,5
589,FALSE,TRUE,1.76667,206,9,FALSE,FALSE,0,3996,6,4,7,5
590,FALSE,TRUE,1.76667,245,9,FALSE,FALSE,0,1598,6,4,7,5
591,FALSE,TRUE,1.32203,106,4,FALSE,FALSE,0,65,0,4,7,5
592,FALSE,TRUE,1.77778,31,2,TRUE,FALSE,0,235,0,5,7,5
593,FALSE,TRUE,0.683333,87,4,FALSE,FALSE,0,68,0,4,7,5
594,FALSE,TRUE,1.77778,22,2,TRUE,FALSE,0,196,0,5,7,5
595,FALSE,TRUE,1.33333,899,4,TRUE,FALSE,0,167,0,3,7,5
596,FALSE,TRUE,1.76667,312,9,FALSE,FALSE,0,1627,6,4,7,5
597,FALSE,TRUE,1.76667,31,4,FALSE,FALSE,0,71,0,4,7,5
598,FALSE,TRUE,1.76667,222,9,FALSE,FALSE,0,1535,6,4,7,5
599,FALSE,TRUE,1.31667,9,4,FALSE,FALSE,0,152,0,4,7,5
600,FALSE,TRUE,1.76667,315,9,FALSE,FALSE,0,1539,6,4,7,5
601,FALSE,TRUE,1.77273,14,4,FALSE,FALSE,0,110,0,4,7,5
602,FALSE,TRUE,1,10,4,FALSE,FALSE,0,101,0,3,7,5
603,FALSE,TRUE,1.78571,29,4,FALSE,FALSE,0,91,0,3,7,5
604,FALSE,TRUE,1.76471,180,4,FALSE,FALSE,0,69,0,3,7,5
605,FALSE,TRUE,1.33333,23,4,FALSE,FALSE,0,82,0,3,7,5
606,FALSE,TRUE,0.555556,22,4,FALSE,FALSE,0,56,0,3,7,5
607,FALSE,TRUE,1.34483,16,4,FALSE,FALSE,0,112,0,3,7,5
608,FALSE,TRUE,1.77778,40,4,FALSE,FALSE,0,64,0,3,7,5
609,FALSE,TRUE,1.33333,98,4,FALSE,FALSE,0,57,0,3,7,5
610,FALSE,TRUE,1.76667,135,9,FALSE,FALSE,0,1962,6,4,7,5
611,FALSE,TRUE,1.33333,177,4,FALSE,FALSE,0,56,0,3,7,5
612,FALSE,TRUE,0.555556,38,4,FALSE,FALSE,0,71,0,3,7,5
613,FALSE,TRUE,0.555556,145,4,FALSE,FALSE,0,58,0,3,7,5
614,FALSE,TRUE,1,14,4,FALSE,FALSE,0,119,0,3,7,5
615,FALSE,TRUE,1.78571,40,4,FALSE,FALSE,0,78,0,3,7,5
616,FALSE,TRUE,1.90476,33,4,FALSE,FALSE,0,72,0,3,7,5
617,FALSE,TRUE,1.78571,20,4,FALSE,FALSE,0,114,0,3,7,5
618,FALSE,TRUE,1,7,4,FALSE,FALSE,0,149,0,3,7,5
619,FALSE,TRUE,1.78571,395,4,FALSE,FALSE,0,71,0,3,7,5
620,FALSE,TRUE,2.35294,16,4,FALSE,FALSE,0,130,0,4,7,5
621,FALSE,TRUE,1.31579,252,4,FALSE,FALSE,0,68,0,3,7,5
622,FALSE,TRUE,1.78571,169,4,FALSE,FALSE,0,88,0,3,7,5
623,FALSE,TRUE,1,15,4,FALSE,FALSE,0,124,0,3,7,5
624,FALSE,TRUE,1,12,4,FALSE,FALSE,0,140,0,3,7,5
625,FALSE,TRUE,1,15,4,FALSE,FALSE,0,128,0,3,7,5
626,FALSE,TRUE,1.78571,147,4,FALSE,FALSE,0,56,0,1,7,5
627,FALSE,TRUE,0.566667,41,4,FALSE,FALSE,0,65,0,1,7,5
628,FALSE,TRUE,2,117,4,FALSE,FALSE,0,63,0,3,7,5
629,FALSE,TRUE,1.78571,65,4,FALSE,FALSE,0,61,0,3,7,5
630,FALSE,TRUE,1.33333,219,4,FALSE,FALSE,0,64,0,3,7,5
631,FALSE,TRUE,1.73913,23,4,FALSE,FALSE,0,86,0,3,7,5
632,FALSE,TRUE,1,16,4,FALSE,FALSE,0,131,0,3,7,5
633,FALSE,TRUE,1.77778,1298,4,TRUE,FALSE,0,156,0,4,7,5
634,FALSE,TRUE,1.33333,61,4,FALSE,FALSE,0,77,0,3,7,5
635,FALSE,TRUE,1.33333,13,4,FALSE,FALSE,0,158,0,3,7,5
636,FALSE,TRUE,1.32143,231,4,FALSE,FALSE,0,65,0,3,7,5
637,FALSE,TRUE,1.33333,136,4,FALSE,FALSE,0,64,0,3,7,5
638,FALSE,TRUE,1.78571,90,4,FALSE,FALSE,0,76,0,3,7,5
639,FALSE,TRUE,0.75,122,4,FALSE,FALSE,0,64,0,3,7,5
640,FALSE,TRUE,1.76667,24,4,FALSE,FALSE,0,62,0,4,7,5
641,FALSE,TRUE,1.77778,68,4,TRUE,FALSE,0,183,0,4,7,5
642,FALSE,TRUE,1.31579,32,4,FALSE,FALSE,0,96,0,3,7,5
643,FALSE,TRUE,1.33333,84,4,FALSE,FALSE,0,72,0,3,7,5
644,FALSE,TRUE,1.33333,45,4,FALSE,FALSE,0,71,0,3,7,5
